# Yale Bright Star Catalogue 5 - converted by bsc5_converter.py
# RA_deg, Dec_deg, Vmag, BV
37.636667,-22.545556,6.100,1.610
38.025833,36.147222,5.150,1.470
37.875417,2.267222,5.250,1.270
38.218750,34.542500,5.830,1.070
38.039167,-1.035000,5.350,1.020
38.021667,-15.244722,4.750,0.450
38.225417,15.034722,6.040,0.540
38.061667,-36.427500,6.300,1.020
39.508333,72.818333,5.160,0.880
38.279167,-34.650000,5.900,1.060
38.417500,-20.001944,6.210,1.100
38.866250,39.664444,6.360,-0.100
39.400417,65.745556,5.780,1.560
38.911667,37.312222,5.710,1.390
38.461250,-28.232500,4.900,-0.050
38.945000,34.687500,5.350,1.660
38.767083,7.471389,6.180,1.060
38.677917,-7.859444,5.750,1.400
39.020417,6.886944,5.820,0.980
38.968750,5.593333,4.860,0.870
38.477500,-51.093611,6.240,0.520
39.238333,38.732778,5.900,0.480
39.178750,31.607500,6.100,1.050
39.260417,34.263889,5.300,1.550
39.000000,-7.831667,5.530,1.590
39.336667,39.895833,6.540,-0.120
39.276667,32.891944,6.250,0.480
38.390000,-62.586944,6.770,-0.060
39.157917,12.447500,5.680,0.490
39.240417,24.648333,7.090,0.500
39.252083,24.647500,6.500,0.410
39.146250,7.729722,5.810,1.040
39.038750,-30.044722,5.750,1.020
39.574167,37.726667,6.180,0.470
39.615833,38.089444,6.300,-0.030
39.503333,7.695278,6.390,0.440
39.424167,-3.396111,5.650,1.020
39.244167,-34.578333,5.790,0.660
39.704167,21.961389,5.430,0.160
41.948333,81.448333,5.780,1.300
39.653750,3.443056,6.210,1.000
37.918750,-79.109444,5.280,0.980
39.577917,-30.194167,5.830,0.480
39.351667,-52.543056,5.310,0.270
39.870833,0.328611,4.070,-0.220
39.603333,-37.990556,6.490,0.520
39.890833,-11.872222,4.840,0.450
40.171250,27.060833,5.300,0.090
40.065417,6.111944,6.250,0.400
40.051250,-9.453056,5.780,0.520
40.761667,55.105833,5.770,-0.130
40.010417,-30.633889,6.520,1.040
40.748750,53.526111,5.840,1.120
40.562083,40.193889,4.910,0.590
39.950000,-42.891667,4.750,0.060
40.307917,-0.695833,5.710,0.520
41.207083,67.824722,5.950,0.100
40.757917,48.265556,6.480,0.000
40.591667,20.011667,5.690,-0.020
40.166667,-39.855556,4.110,1.020
40.451250,-3.213333,6.050,1.170
40.391667,-14.549444,5.980,0.430
40.620417,10.741667,6.300,0.060
39.882083,-64.281944,6.550,-0.080
41.050000,49.228333,4.120,0.490
41.021667,44.296944,5.430,0.900
40.862917,27.707222,4.660,-0.130
40.165000,-54.550000,5.210,0.400
40.963333,25.638056,6.350,0.080
40.825000,3.235833,3.470,0.090
40.527500,-38.383889,6.010,0.920
39.897500,-68.266944,4.110,-0.060
40.535417,-46.524444,6.100,0.880
41.079583,17.763889,6.460,1.070
41.137083,15.311667,5.770,-0.010
40.639583,-50.800278,5.410,0.560
41.030833,-13.858611,4.250,-0.140
41.240000,12.445833,5.180,0.240
41.235417,10.114167,4.270,0.310
40.834583,-40.527500,6.360,-0.020
42.231250,69.634167,6.180,0.180
41.337083,4.711667,6.030,0.310
41.085417,-32.525000,6.220,0.040
41.275833,-18.572500,4.470,0.480
41.742917,35.983611,6.250,0.930
41.764583,35.555000,6.300,0.000
41.044583,-52.570556,6.150,0.090
41.318750,-46.287222,6.850,1.360
40.860833,-66.714444,6.260,0.530
41.977083,29.247222,4.510,1.110
42.378333,57.084167,6.250,0.890
41.688333,-21.639722,6.490,0.380
41.796667,-22.485556,6.470,0.390
42.133750,18.283611,5.820,1.200
42.994583,68.888611,5.800,0.640
42.191250,25.188056,5.860,-0.070
42.362917,37.326111,6.450,0.430
41.983333,-12.460556,6.900,1.560
41.364583,-63.704444,5.740,0.930
42.674167,55.895556,3.760,1.680
41.890417,-35.550833,6.510,0.960
42.322917,17.464167,5.220,-0.060
41.385833,-67.616667,4.840,0.060
42.495833,27.260556,3.630,-0.100
42.939583,58.314722,6.450,0.100
42.646250,38.318611,4.230,0.340
42.272500,-32.405833,4.460,0.990
42.923750,46.841944,5.880,0.890
42.878333,35.059722,4.530,1.560
42.462500,-24.560278,6.140,1.070
42.475833,-27.941667,5.390,0.020
43.216667,52.997778,6.360,0.070
42.873333,15.081944,5.490,-0.090
42.561667,-35.843611,5.920,0.900
43.338333,48.569444,6.260,1.180
42.759583,-21.004167,4.750,0.910
42.668333,-35.676111,5.470,1.250
42.256250,-62.806667,5.260,0.100
42.699583,-39.931667,6.360,0.050
43.564583,52.762500,3.950,0.740
43.427500,38.337500,5.330,0.410
43.298750,16.483333,6.310,0.000
43.133750,-12.769444,6.040,0.870
42.980417,-30.814444,6.400,0.480
43.210417,-9.441111,6.320,0.190
43.987083,61.521111,5.590,0.450
44.103333,64.332500,6.240,2.030
43.397083,-22.376389,5.950,1.040
43.393333,-38.436944,5.920,0.440
44.210833,51.260833,6.220,1.570
44.139167,47.163889,6.020,1.340
43.080000,-62.909722,6.030,1.250
43.952083,18.331667,5.910,1.470
43.470417,-49.890278,4.000,2.110
44.108750,18.023056,5.630,0.430
44.057500,8.381667,5.970,0.480
43.527083,-50.871389,6.210,1.580
42.618750,-75.066944,4.750,1.330
44.322083,31.934167,5.110,-0.010
44.107083,-8.898056,3.890,1.110
44.155833,-3.712222,5.170,0.080
44.509583,38.615000,6.040,1.410
44.269167,4.501111,6.110,1.690
44.521667,20.668611,5.800,0.410
44.690417,39.662778,4.700,0.060
43.587083,-64.435556,6.560,1.390
46.532500,79.418611,5.490,1.570
44.765417,35.183056,4.930,1.230
44.348750,-23.861944,5.450,0.230
44.304583,-29.855278,6.290,0.470
44.957917,47.220833,5.470,0.890
44.916250,41.033056,5.890,1.440
44.802917,21.340278,4.630,0.040
44.802917,21.340278,4.630,0.040
44.523750,-23.606111,5.840,1.330
45.217500,52.351667,5.280,-0.050
45.222500,52.352222,6.740,0.000
44.675000,-2.782500,5.230,0.000
44.386250,-38.191111,6.410,-0.030
45.049167,38.131667,6.110,-0.060
44.697500,-9.776389,6.140,0.220
44.928750,8.907500,4.700,-0.120
44.565417,-40.304722,3.240,0.140
44.567917,-40.304444,4.350,0.080
44.921667,-2.465000,5.560,-0.080
44.777500,-28.906944,6.140,1.040
44.900417,-25.274167,5.710,0.400
45.183750,10.870278,5.950,1.590
44.909583,-32.507222,6.310,0.000
45.212500,-2.878611,6.110,1.770
45.475417,26.462222,5.900,0.140
47.928333,81.470556,5.950,0.150
45.291667,-7.662778,5.750,1.050
45.467917,5.336111,6.250,1.050
44.699167,-64.071389,4.990,0.130
45.593750,4.352778,5.610,-0.100
45.570000,4.089722,2.530,1.640
45.483750,-9.961389,5.830,1.110
45.538750,-6.494722,6.190,0.600
45.407083,-28.091667,5.890,0.790
46.199167,53.506389,2.930,0.700
45.876250,28.269722,6.360,0.000
45.676250,-7.685278,5.320,0.940
46.385000,56.705833,4.760,1.020
45.597917,-23.624444,4.090,0.160
46.416250,56.068611,6.110,1.020
46.294167,38.840278,3.390,1.650
46.829167,64.057778,5.890,-0.030
46.336667,40.582500,6.050,1.010
46.169583,15.856111,6.490,0.000
46.068333,-7.600833,5.260,0.200
46.158750,1.863611,6.050,1.040
46.361250,25.255278,6.800,-0.020
46.361250,25.255278,7.000,0.000
45.732917,-46.975000,5.820,1.300
47.016250,52.213333,6.310,-0.010
46.598750,13.187222,5.620,1.080
47.984583,74.393611,4.870,0.020
46.947500,47.308333,6.410,0.120
45.903333,-59.737778,5.110,0.340
46.639583,-6.088611,5.270,1.600
47.042083,40.955556,2.120,-0.050
47.266667,49.613333,4.050,0.590
46.857083,17.880000,6.110,-0.120
45.564167,-71.902500,5.530,-0.140
47.088333,18.795000,6.270,1.580
47.374167,44.857222,3.800,0.980
47.161250,8.470833,6.280,1.060
46.962083,-27.831111,6.190,0.160
47.402917,29.076944,5.720,0.120
47.536667,27.820000,6.420,0.010
47.612500,26.896389,6.020,1.280
47.822500,39.611667,4.630,1.110
47.662083,11.872500,5.980,-0.060
48.110000,47.725833,6.330,1.430
48.040000,42.376111,6.150,-0.090
47.907500,19.726667,4.350,1.030
47.841250,13.047778,6.120,1.020
47.647500,-23.738333,6.380,0.930
48.059167,27.256944,5.790,-0.120
47.828333,-3.811667,6.050,1.660
48.350000,48.176944,5.900,0.970
47.820000,-16.025278,6.260,1.200
48.110000,6.660833,5.560,1.080
46.955000,-69.265556,6.150,1.020
47.614167,-48.734167,6.120,1.120
50.082083,77.734722,5.450,0.190
48.193333,-1.196111,5.060,0.570
48.017917,-28.986944,3.870,0.520
48.950000,57.140833,5.790,0.730
53.083750,84.911111,5.610,0.920
48.736250,42.503889,6.070,1.070
49.381667,65.658611,6.360,0.090
48.107500,-44.419722,5.930,0.440
49.050833,50.937778,5.030,1.150
48.256250,-35.943889,6.270,-0.080
48.835417,30.556667,5.520,0.010
48.725417,21.044444,4.890,-0.010
49.019583,45.345833,6.160,1.670
48.408333,-29.804167,6.160,1.050
48.945833,32.856389,6.310,0.370
49.007917,34.688611,6.250,0.280
48.138333,-57.321667,5.740,2.280
49.146250,32.183611,6.060,0.990
49.297500,40.483333,6.450,0.000
48.750833,-26.100278,6.250,0.040
46.883333,-78.989444,5.570,0.300
49.447500,44.025000,5.470,-0.060
49.003750,-5.918611,6.170,-0.020
48.958333,-8.819722,4.800,0.230
49.997500,65.652222,4.840,-0.150
49.440833,39.283333,5.960,0.070
49.657500,50.222222,5.150,-0.060
49.148750,-9.154444,6.140,0.400
49.781667,50.095000,5.030,-0.060
49.047083,-30.827500,6.650,-0.070
49.682500,34.222778,4.820,1.490
49.593333,-0.930278,5.380,1.040
49.511667,-28.796944,5.910,0.330
49.592083,-22.511389,4.880,0.900
49.982500,27.071111,5.900,0.860
49.840417,3.370278,4.830,0.680
49.671667,-18.559722,5.710,0.370
49.360833,-47.751667,5.850,1.240
50.085000,29.048333,4.470,1.550
50.106667,25.662778,6.120,1.240
50.469167,49.070833,5.930,0.430
50.360417,43.329444,4.950,0.040
49.879167,-21.757778,3.690,1.620
49.895000,-24.123056,5.610,1.660
50.306667,21.146944,5.280,-0.070
49.442500,-62.575278,5.540,0.640
50.278333,3.675556,5.690,0.970
49.982083,-43.069722,4.270,0.710
51.168750,64.586111,5.230,2.080
49.553750,-62.506389,5.240,0.600
50.805000,49.213333,5.290,-0.070
50.549583,27.607500,5.520,1.100
50.188333,-26.606389,6.390,0.540
49.495833,-66.926944,6.050,0.130
50.688333,20.741944,5.090,1.240
50.350000,-23.635278,5.520,0.880
51.080833,49.861111,1.790,0.480
50.567917,-25.587778,6.350,0.010
51.123750,33.535833,5.610,-0.030
51.451667,53.921667,6.510,0.290
50.388750,-47.776944,6.390,1.000
51.077083,24.724167,5.500,1.190
50.912917,4.881944,6.380,0.860
50.824167,-7.794167,6.200,0.700
48.990000,-77.388333,5.520,0.440
51.289167,41.257222,6.510,0.000
51.108750,20.803611,6.080,-0.040
51.042083,12.629444,6.040,1.230
51.489167,49.120833,6.090,-0.070
51.203333,9.028889,3.600,0.890
50.935833,-32.707222,6.500,1.370
52.581250,71.863889,6.320,1.800
52.098333,60.255556,6.490,0.020
52.012917,49.062778,4.980,-0.090
52.267083,59.940278,4.210,0.410
51.763333,18.756389,6.570,0.150
52.218333,49.848333,5.580,-0.040
51.792500,9.732778,3.740,-0.090
51.827917,12.735000,6.280,-0.020
52.478750,58.878611,4.540,0.560
52.086667,33.807500,5.610,0.020
51.482500,-35.920833,6.390,0.080
52.547083,59.366111,6.130,0.080
52.342083,49.508889,4.670,-0.090
51.593750,-27.317500,5.930,0.940
52.500833,55.451944,5.090,0.050
52.359167,46.937778,6.240,0.130
52.110833,22.804167,6.030,0.950
51.548750,-41.636944,6.320,0.060
52.004167,-11.286667,5.730,1.100
52.654167,48.103611,5.820,-0.040
52.643750,47.995278,4.360,1.350
51.010417,-69.624722,6.150,0.480
51.889167,-35.681389,5.710,1.290
53.801667,73.346944,6.570,0.030
52.872500,49.209722,6.290,0.090
52.047917,-35.853333,6.500,0.130
52.954583,49.400833,6.390,0.090
52.412917,-6.805000,5.990,1.020
52.602083,11.336389,5.140,-0.030
52.400000,-12.674722,5.590,0.170
53.035833,48.023611,5.470,-0.100
51.400833,-69.336389,5.960,0.420
52.836667,27.571944,5.960,0.000
52.718333,12.936667,4.110,1.120
52.689167,6.188611,5.940,0.960
53.383750,58.765000,6.400,0.140
53.109583,46.056944,5.310,0.400
52.654583,-5.075278,4.730,-0.090
53.421667,57.868889,6.370,0.510
53.162917,44.855556,6.410,0.030
53.412500,54.974722,5.980,0.110
53.166667,35.461667,5.900,-0.060
52.479167,-42.634167,5.780,0.220
52.556667,-41.370000,6.120,0.480
53.753333,60.041111,6.460,0.390
53.396250,39.899444,5.810,0.110
53.150000,9.373611,5.770,-0.080
54.853333,75.739722,6.270,0.970
52.654167,-47.375278,5.990,0.110
52.974583,-25.614167,6.380,0.120
52.344583,-62.937500,4.720,0.400
53.232500,-9.458333,3.730,0.880
53.534583,17.832778,6.170,0.890
53.610833,24.464444,5.920,0.130
54.122500,48.192778,4.230,-0.060
53.447083,-21.632778,4.270,-0.110
53.705000,6.417778,6.490,0.630
53.145000,-50.378611,5.680,1.100
53.655833,-9.868611,6.250,0.020
52.715000,-66.489722,5.830,-0.060
53.486667,-31.080278,6.200,0.480
54.582083,56.932778,6.300,-0.130
53.639583,-31.874722,6.400,1.400
53.215000,-61.016944,6.410,1.040
54.500833,42.583056,6.420,-0.060
53.990417,-11.193611,5.570,0.910
54.197083,0.587778,5.710,0.920
54.072500,-17.466944,5.230,-0.130
54.218333,0.401667,4.280,0.580
54.449167,15.430833,6.390,0.170
54.750417,20.915833,6.500,0.150
53.602917,-65.764444,6.750,0.170
55.538750,63.216667,5.100,1.630
54.273750,-40.274722,4.580,1.040
62.506250,86.626111,5.860,0.370
54.621667,-7.391667,5.850,0.980
52.495000,-78.351944,5.700,0.930
54.857083,16.536667,6.160,1.000
54.754583,-5.626111,5.960,0.920
55.677917,59.969444,5.760,1.710
55.282917,37.580000,5.570,-0.070
54.698750,-27.943056,6.010,-0.020
54.962917,3.056944,5.570,0.940
54.909583,-3.393056,6.230,1.040
54.855833,-10.437222,6.190,1.030
55.192917,25.329444,6.110,0.060
54.997917,-1.120556,6.120,1.000
55.047500,-15.226667,6.330,0.880
55.159583,-5.210556,5.530,-0.150
55.731250,47.787500,3.010,-0.130
55.593750,33.965000,4.970,-0.010
56.503750,67.201667,5.800,0.350
55.307500,-11.803056,6.490,0.360
55.578750,19.700278,5.690,-0.010
56.026667,48.523611,6.060,1.550
55.343333,-19.584722,6.590,0.090
56.509583,63.345000,4.800,0.800
56.170417,46.099722,6.110,0.280
56.079583,32.288333,3.830,0.050
55.946667,19.665000,6.140,1.010
56.130833,36.460000,5.590,0.060
55.562083,-31.938333,5.000,-0.160
56.298333,42.578611,3.770,0.420
55.812083,-9.763333,3.540,0.920
56.117083,20.928611,6.100,0.010
57.307500,70.871111,5.440,0.090
55.890833,-10.485556,5.600,0.220
56.200833,24.289444,5.460,-0.040
56.497083,45.681944,5.660,-0.070
56.218750,24.113333,3.700,-0.110
55.708750,-37.313611,4.590,1.200
56.290417,24.839167,5.640,-0.070
56.302083,24.467222,4.300,-0.110
56.127083,-1.163056,5.250,-0.100
56.884167,55.922500,6.100,-0.030
57.589583,71.332222,4.630,0.030
56.456667,24.367778,3.870,-0.070
56.235417,-0.296667,5.550,1.420
56.476667,24.554722,5.760,-0.040
56.512083,24.528056,6.430,-0.020
56.418333,6.050000,5.350,-0.120
54.125000,-78.323056,6.290,1.150
57.380000,65.526111,4.470,1.880
56.581667,23.948333,4.180,-0.060
56.025833,-40.660278,6.450,1.060
57.402917,63.297222,5.850,0.180
56.539583,6.803056,5.910,0.990
57.076250,50.736667,6.140,0.060
57.331667,57.118056,6.460,0.060
56.535417,-12.101667,4.420,1.630
56.969167,33.600000,6.570,0.080
56.953750,32.195000,6.250,0.470
56.871250,24.105000,2.870,-0.090
57.924167,68.507500,6.320,-0.080
56.210833,-48.061389,6.490,1.020
56.140833,-54.273889,6.300,1.040
56.315833,-47.359722,5.730,0.960
57.284167,43.963056,6.020,0.290
56.614167,-29.338056,5.900,0.120
57.087083,23.421111,5.450,-0.070
56.712083,-23.249722,4.230,0.420
57.067917,11.143333,5.070,-0.130
56.050000,-64.806944,3.850,1.130
57.518750,44.967778,5.660,0.760
57.385833,33.091389,5.110,0.070
57.290417,24.053333,3.630,-0.090
56.833750,-29.901944,6.550,0.490
57.296667,24.136667,5.090,-0.080
56.915000,-23.874722,5.240,0.070
57.162083,0.227778,5.910,1.230
57.431250,23.711667,6.170,-0.050
56.983333,-30.167778,5.540,0.980
57.479167,22.244444,6.070,-0.010
56.956667,-36.105833,6.210,-0.100
57.149167,-20.903056,5.810,1.640
57.578750,25.579444,5.260,0.210
57.147500,-37.622222,5.400,0.010
57.149583,-37.620556,4.730,-0.030
57.973750,34.359167,5.770,0.000
58.430417,57.975000,5.800,0.180
57.902500,22.031667,6.830,0.000
57.815833,13.045833,6.300,-0.070
57.363750,-36.200278,4.170,0.950
59.125833,71.821667,6.340,0.300
58.017917,31.168333,6.250,0.200
58.411250,48.650556,5.760,1.050
58.000833,6.534722,5.670,0.060
57.656667,-36.425278,6.860,-0.040
58.291667,17.326944,5.970,0.340
58.173333,-5.361389,5.480,-0.100
58.532917,31.883611,2.850,0.120
59.356250,63.072222,5.030,-0.090
59.284583,61.108889,5.000,1.450
58.304167,-18.434444,6.220,0.880
58.992500,47.871389,5.370,-0.080
56.809583,-74.238889,3.240,1.620
58.845833,31.045833,6.100,0.290
59.152083,50.695278,5.280,0.410
58.572500,-2.952778,6.140,0.090
58.572917,-2.954722,4.790,0.940
58.427500,-24.612500,4.650,-0.130
58.412083,-34.732222,5.110,-0.130
59.119583,35.081111,5.490,-0.030
58.388750,-46.893611,5.930,1.240
58.817917,-12.099167,6.000,0.320
59.217083,22.478056,5.630,0.300
58.596667,-40.357222,5.710,0.600
59.463333,40.010278,2.890,-0.180
59.265833,23.175556,6.060,0.020
59.360000,24.461944,6.160,1.370
59.512917,34.814444,6.530,0.230
59.257083,6.040000,6.090,0.060
59.157917,-9.750833,6.190,0.280
59.621250,38.840278,6.300,1.080
58.641667,-52.690556,6.460,0.160
59.741250,35.791111,4.040,0.010
59.916667,38.820556,6.380,0.100
62.511667,80.698611,5.100,0.560
59.507500,-13.508611,2.950,1.590
59.717917,-5.470000,5.830,1.000
59.919583,10.330833,6.370,0.420
60.311250,36.990000,6.410,-0.010
59.875417,-12.574167,5.600,1.480
59.016667,-63.463611,6.140,1.100
60.153750,17.296667,6.320,0.060
60.203333,18.193889,5.890,0.320
60.170000,12.490278,3.470,-0.120
59.981250,-24.016389,4.660,-0.130
61.512917,68.680000,5.870,1.540
61.113333,59.155556,5.060,0.500
60.442083,9.997778,5.670,0.020
60.383333,-1.549722,5.280,-0.150
59.678750,-57.102500,6.050,0.440
60.169583,-30.490833,5.930,0.040
59.686250,-61.400278,4.560,1.620
61.662500,65.520833,6.170,0.140
60.652917,-0.268889,5.380,0.500
60.065417,-51.564722,6.510,1.640
60.789167,5.989167,3.910,0.030
61.090417,24.105833,5.470,0.860
60.935833,5.435556,5.330,-0.080
60.985833,8.197222,5.460,0.370
61.652500,54.008611,6.310,0.990
61.173750,22.081944,4.360,1.070
61.041250,2.826944,5.360,0.500
60.852917,-20.144167,6.460,-0.180
60.903333,-20.158333,7.010,1.220
61.962917,62.330000,6.990,0.420
61.645833,50.351389,4.290,0.020
61.334167,22.008889,5.900,0.620
61.036250,-16.588889,6.390,1.260
60.224167,-62.159444,4.510,1.650
61.094583,-12.792500,5.610,1.080
60.325833,-61.078889,4.970,1.420
61.170833,-20.381667,6.130,1.160
61.651667,27.600000,5.200,-0.130
61.752083,29.001389,5.230,0.340
62.365000,59.908056,6.280,1.140
55.633750,-85.262222,6.410,-0.010
61.485417,-8.856111,6.260,0.060
62.165417,47.712500,4.040,-0.030
61.444583,-20.512222,6.340,0.920
61.405833,-27.651667,5.590,0.310
62.343333,54.828889,6.180,0.000
62.063750,37.727778,6.090,0.950
62.152500,38.039722,5.510,0.460
61.925000,15.162778,6.010,0.400
61.997500,17.339722,5.890,1.500
63.437083,72.126389,6.030,1.010
63.215000,68.501667,6.320,1.180
62.291667,19.609167,5.500,1.070
62.256667,13.398333,5.950,0.050
61.854583,-42.916944,6.590,0.930
62.745833,33.586667,5.720,1.440
62.707917,26.480833,5.410,0.340
62.324167,-16.385833,5.370,-0.150
67.054167,83.807778,5.570,-0.130
62.593750,-6.923889,5.440,0.940
62.141250,-45.864722,6.590,0.380
62.834583,5.523056,5.720,0.360
62.698750,-8.819722,5.700,1.060
61.840000,-64.222500,6.380,0.640
63.130833,17.277500,6.090,1.080
63.757500,57.460278,6.080,0.610
63.213333,22.413611,6.120,0.190
62.966250,-6.837500,4.040,0.330
62.690833,-35.273889,6.440,1.070
62.900833,-20.356111,5.790,0.180
63.498333,37.966944,6.450,0.000
62.710833,-41.993611,4.930,0.330
63.724583,48.409444,4.140,0.950
67.500417,83.340556,5.460,0.870
64.223333,61.850278,5.700,-0.140
63.722083,40.483611,4.710,1.010
63.395000,10.212222,6.230,0.050
63.380417,8.890556,6.510,0.160
63.387917,7.716111,5.290,0.360
63.457917,12.753333,6.250,1.160
63.485000,9.263611,4.840,0.800
63.409167,-1.149722,6.440,-0.130
64.284167,57.860556,5.710,1.090
64.179583,53.611944,5.190,0.050
63.651250,10.011111,5.220,-0.100
63.131667,-44.368333,6.710,1.480
66.761667,80.824167,5.430,1.170
63.598750,-10.256389,4.870,1.170
63.942917,15.400556,6.320,0.400
63.883750,8.892222,4.290,-0.060
63.857500,6.199722,6.930,0.700
63.871667,6.186667,6.310,0.590
63.398750,-40.357778,6.370,1.460
64.560833,50.295556,4.610,0.040
63.817917,-7.652778,4.430,0.820
63.500417,-42.294444,3.860,1.100
65.167917,65.140556,5.270,0.810
64.534167,42.141111,6.220,-0.080
64.315000,20.578611,4.940,0.260
64.805417,50.048889,5.450,0.220
64.596667,21.579167,5.650,0.280
64.330000,-6.471944,5.940,1.080
65.047917,50.920833,5.550,-0.010
64.602083,9.486667,6.540,0.160
65.448333,60.735556,5.390,1.490
63.606250,-62.473889,3.350,0.910
65.060000,41.808056,5.920,0.940
64.006667,-51.486667,4.250,0.300
64.858750,21.142222,5.350,-0.080
63.702917,-62.191944,5.450,1.100
64.902917,21.773611,5.380,-0.140
65.465833,56.506667,5.880,0.000
65.102500,34.566667,4.930,0.940
65.041667,31.953333,6.160,1.710
64.566250,-20.715556,6.000,1.670
64.948333,15.627500,3.650,0.990
64.473750,-33.798333,3.560,-0.120
65.088750,27.350833,4.950,1.150
64.906250,10.121389,6.310,1.430
65.388333,46.498889,4.850,-0.030
64.990417,14.035278,5.590,0.280
65.741250,59.616389,6.190,0.000
64.655833,-22.970278,6.070,0.300
65.104583,18.742500,6.120,0.370
64.120417,-59.301944,4.440,1.080
65.151250,15.095278,5.260,0.220
64.087917,-60.948611,6.370,0.070
65.220000,13.864167,6.170,0.460
64.762500,-33.905000,6.370,0.130
65.171667,6.130833,5.770,0.920
65.204167,9.225556,6.530,0.150
65.161250,-6.245556,6.270,0.910
65.178333,-7.592500,5.850,-0.130
64.819167,-44.268056,5.340,1.080
64.666667,-52.860000,6.090,0.490
65.362917,-0.098056,5.860,1.320
65.162500,-20.639722,5.380,-0.020
65.514583,14.077222,5.720,0.320
65.645417,25.629167,5.370,-0.050
65.595000,20.821389,5.910,1.660
65.899583,42.428056,6.230,0.000
64.417500,-63.255556,5.870,-0.070
65.733750,17.542500,3.760,0.980
65.380417,-25.728333,6.010,0.350
65.885000,20.982222,5.990,0.030
65.854167,16.777222,5.640,0.300
66.121667,34.130556,5.730,-0.060
65.999167,24.301111,6.360,0.170
66.155833,33.959722,5.760,0.400
66.024167,17.443889,4.800,0.150
65.966250,9.460833,5.120,0.070
66.753750,57.585278,6.320,0.040
65.920000,-3.745556,5.170,0.080
65.773750,-24.892222,5.830,1.510
66.237917,19.041667,5.980,0.370
65.782083,-35.545000,6.390,1.240
66.342083,22.293889,4.220,0.130
66.354167,22.199722,5.280,0.250
66.372500,17.928056,4.290,0.050
66.526250,31.438889,5.280,0.970
66.405417,15.940833,6.460,0.490
66.577083,22.813611,4.280,0.260
66.009167,-34.016944,3.960,1.490
66.586667,15.618333,4.490,0.250
65.472083,-63.386389,5.240,0.960
66.651667,14.713611,4.690,0.980
66.587917,8.590278,6.060,0.020
66.235000,-34.757778,6.550,0.440
